target_line,projection_name,module_family_tail,module_family_group,target_bit,source_bit,in_existing_ck,scale_compatible,reuse_status,reason
55,language_model.model.layers.29.feed_forward.w3,w3,mlp_in,2,2,True,True,reusable,scale/low-rank/bit/q_config all match
55,language_model.model.layers.6.feed_forward.w1,w1,mlp_in,2,2,True,True,reusable,scale/low-rank/bit/q_config all match
55,language_model.model.layers.29.feed_forward.w2,w2,mlp_out,2,2,True,True,reusable,scale/low-rank/bit/q_config all match
55,language_model.model.layers.0.feed_forward.w2,w2,mlp_out,2,2,True,True,reusable,scale/low-rank/bit/q_config all match
55,language_model.model.layers.0.feed_forward.w1,w1,mlp_in,2,2,True,True,reusable,scale/low-rank/bit/q_config all match
55,language_model.model.layers.7.feed_forward.w1,w1,mlp_in,2,2,True,True,reusable,scale/low-rank/bit/q_config all match
55,language_model.model.layers.8.feed_forward.w1,w1,mlp_in,2,2,True,True,reusable,scale/low-rank/bit/q_config all match
55,language_model.model.layers.25.attention.wqkv,wqkv,attn_in,2,2,True,True,reusable,scale/low-rank/bit/q_config all match
55,language_model.model.layers.30.feed_forward.w3,w3,mlp_in,2,2,True,True,reusable,scale/low-rank/bit/q_config all match
55,language_model.model.layers.9.feed_forward.w1,w1,mlp_in,2,2,True,True,reusable,scale/low-rank/bit/q_config all match
55,language_model.model.layers.10.feed_forward.w1,w1,mlp_in,2,2,True,True,reusable,scale/low-rank/bit/q_config all match
55,language_model.model.layers.11.feed_forward.w1,w1,mlp_in,2,2,True,True,reusable,scale/low-rank/bit/q_config all match
55,language_model.model.layers.19.feed_forward.w3,w3,mlp_in,2,2,True,True,reusable,scale/low-rank/bit/q_config all match
55,language_model.model.layers.24.attention.wqkv,wqkv,attn_in,2,2,True,True,reusable,scale/low-rank/bit/q_config all match
55,language_model.model.layers.26.attention.wqkv,wqkv,attn_in,2,2,True,True,reusable,scale/low-rank/bit/q_config all match
55,language_model.model.layers.13.feed_forward.w1,w1,mlp_in,2,2,True,True,reusable,scale/low-rank/bit/q_config all match
55,language_model.model.layers.27.attention.wqkv,wqkv,attn_in,2,2,True,True,reusable,scale/low-rank/bit/q_config all match
55,language_model.model.layers.30.attention.wqkv,wqkv,attn_in,2,2,True,True,reusable,scale/low-rank/bit/q_config all match
55,language_model.model.layers.29.attention.wqkv,wqkv,attn_in,2,2,True,True,reusable,scale/low-rank/bit/q_config all match
55,language_model.model.layers.28.attention.wqkv,wqkv,attn_in,2,2,True,True,reusable,scale/low-rank/bit/q_config all match
55,language_model.model.layers.12.feed_forward.w1,w1,mlp_in,2,2,True,True,reusable,scale/low-rank/bit/q_config all match
55,language_model.model.layers.30.feed_forward.w2,w2,mlp_out,2,2,True,True,reusable,scale/low-rank/bit/q_config all match
55,language_model.model.layers.31.attention.wqkv,wqkv,attn_in,2,2,True,True,reusable,scale/low-rank/bit/q_config all match
55,language_model.model.layers.22.attention.wqkv,wqkv,attn_in,2,2,True,True,reusable,scale/low-rank/bit/q_config all match
55,language_model.model.layers.23.attention.wqkv,wqkv,attn_in,2,2,True,True,reusable,scale/low-rank/bit/q_config all match
55,language_model.model.layers.14.feed_forward.w1,w1,mlp_in,2,2,True,True,reusable,scale/low-rank/bit/q_config all match
55,language_model.model.layers.20.attention.wqkv,wqkv,attn_in,2,2,True,True,reusable,scale/low-rank/bit/q_config all match
55,language_model.model.layers.9.attention.wqkv,wqkv,attn_in,2,2,True,True,reusable,scale/low-rank/bit/q_config all match
55,language_model.model.layers.15.attention.wqkv,wqkv,attn_in,2,2,True,True,reusable,scale/low-rank/bit/q_config all match
55,language_model.model.layers.15.feed_forward.w1,w1,mlp_in,2,2,True,True,reusable,scale/low-rank/bit/q_config all match
55,language_model.model.layers.21.attention.wqkv,wqkv,attn_in,2,2,True,True,reusable,scale/low-rank/bit/q_config all match
55,language_model.model.layers.19.attention.wqkv,wqkv,attn_in,2,2,True,True,reusable,scale/low-rank/bit/q_config all match
55,language_model.model.layers.18.attention.wqkv,wqkv,attn_in,2,2,True,True,reusable,scale/low-rank/bit/q_config all match
55,language_model.model.layers.17.feed_forward.w1,w1,mlp_in,2,2,True,True,reusable,scale/low-rank/bit/q_config all match
55,language_model.model.layers.16.attention.wqkv,wqkv,attn_in,2,2,True,True,reusable,scale/low-rank/bit/q_config all match
55,language_model.model.layers.16.feed_forward.w1,w1,mlp_in,2,2,True,True,reusable,scale/low-rank/bit/q_config all match
55,language_model.model.layers.31.feed_forward.w3,w3,mlp_in,2,2,True,True,reusable,scale/low-rank/bit/q_config all match
55,language_model.model.layers.12.attention.wqkv,wqkv,attn_in,2,2,True,True,reusable,scale/low-rank/bit/q_config all match
55,language_model.model.layers.11.attention.wqkv,wqkv,attn_in,2,2,True,True,reusable,scale/low-rank/bit/q_config all match
55,language_model.model.layers.23.feed_forward.w1,w1,mlp_in,2,2,True,True,reusable,scale/low-rank/bit/q_config all match
55,language_model.model.layers.18.feed_forward.w1,w1,mlp_in,2,2,True,True,reusable,scale/low-rank/bit/q_config all match
55,language_model.model.layers.22.feed_forward.w1,w1,mlp_in,2,2,True,True,reusable,scale/low-rank/bit/q_config all match
55,language_model.model.layers.20.feed_forward.w1,w1,mlp_in,2,2,True,True,reusable,scale/low-rank/bit/q_config all match
55,language_model.model.layers.26.feed_forward.w1,w1,mlp_in,2,2,True,True,reusable,scale/low-rank/bit/q_config all match
55,language_model.model.layers.14.attention.wqkv,wqkv,attn_in,2,2,True,True,reusable,scale/low-rank/bit/q_config all match
55,language_model.model.layers.19.feed_forward.w1,w1,mlp_in,2,2,True,True,reusable,scale/low-rank/bit/q_config all match
55,language_model.model.layers.25.feed_forward.w1,w1,mlp_in,2,2,True,True,reusable,scale/low-rank/bit/q_config all match
55,language_model.model.layers.24.feed_forward.w1,w1,mlp_in,2,2,True,True,reusable,scale/low-rank/bit/q_config all match
55,language_model.model.layers.7.attention.wqkv,wqkv,attn_in,2,2,True,True,reusable,scale/low-rank/bit/q_config all match
55,language_model.model.layers.27.feed_forward.w1,w1,mlp_in,2,2,True,True,reusable,scale/low-rank/bit/q_config all match
55,language_model.model.layers.21.feed_forward.w1,w1,mlp_in,2,2,True,True,reusable,scale/low-rank/bit/q_config all match
55,language_model.model.layers.17.attention.wqkv,wqkv,attn_in,2,2,True,True,reusable,scale/low-rank/bit/q_config all match
55,language_model.model.layers.13.attention.wqkv,wqkv,attn_in,2,2,True,True,reusable,scale/low-rank/bit/q_config all match
55,language_model.model.layers.5.attention.wqkv,wqkv,attn_in,2,2,True,True,reusable,scale/low-rank/bit/q_config all match
55,language_model.model.layers.30.feed_forward.w1,w1,mlp_in,2,2,True,True,reusable,scale/low-rank/bit/q_config all match
55,language_model.model.layers.10.attention.wqkv,wqkv,attn_in,2,2,True,True,reusable,scale/low-rank/bit/q_config all match
55,language_model.model.layers.28.feed_forward.w1,w1,mlp_in,2,2,True,True,reusable,scale/low-rank/bit/q_config all match
55,language_model.model.layers.29.feed_forward.w1,w1,mlp_in,2,2,True,True,reusable,scale/low-rank/bit/q_config all match
55,language_model.model.layers.6.attention.wqkv,wqkv,attn_in,2,2,True,True,reusable,scale/low-rank/bit/q_config all match
55,language_model.model.layers.8.attention.wqkv,wqkv,attn_in,2,2,True,True,reusable,scale/low-rank/bit/q_config all match
55,language_model.model.layers.31.feed_forward.w1,w1,mlp_in,2,2,True,True,reusable,scale/low-rank/bit/q_config all match
55,language_model.model.layers.2.attention.wqkv,wqkv,attn_in,2,2,True,True,reusable,scale/low-rank/bit/q_config all match
55,language_model.model.layers.4.attention.wqkv,wqkv,attn_in,2,2,True,True,reusable,scale/low-rank/bit/q_config all match
55,language_model.model.layers.31.feed_forward.w2,w2,mlp_out,2,2,True,True,reusable,scale/low-rank/bit/q_config all match
55,language_model.model.layers.3.attention.wqkv,wqkv,attn_in,2,2,True,True,reusable,scale/low-rank/bit/q_config all match
55,language_model.model.layers.1.attention.wqkv,wqkv,attn_in,2,2,True,True,reusable,scale/low-rank/bit/q_config all match
55,language_model.model.layers.0.attention.wqkv,wqkv,attn_in,2,2,True,True,reusable,scale/low-rank/bit/q_config all match
42,language_model.model.layers.18.attention.wo,wo,attn_out,2,-1,False,True,deferred_missing_coverage,no existing c_k data for this projection
42,language_model.model.layers.6.attention.wo,wo,attn_out,2,-1,False,True,deferred_missing_coverage,no existing c_k data for this projection
42,language_model.model.layers.5.attention.wo,wo,attn_out,2,-1,False,True,deferred_missing_coverage,no existing c_k data for this projection
42,language_model.model.layers.24.feed_forward.w3,w3,mlp_in,2,2,True,True,reusable,scale/low-rank/bit/q_config all match
42,language_model.model.layers.26.feed_forward.w3,w3,mlp_in,2,2,True,True,reusable,scale/low-rank/bit/q_config all match
42,language_model.model.layers.9.feed_forward.w3,w3,mlp_in,2,2,True,True,reusable,scale/low-rank/bit/q_config all match
42,language_model.model.layers.23.feed_forward.w3,w3,mlp_in,2,2,True,True,reusable,scale/low-rank/bit/q_config all match
42,language_model.model.layers.22.feed_forward.w3,w3,mlp_in,2,2,True,True,reusable,scale/low-rank/bit/q_config all match
42,language_model.model.layers.23.attention.wo,wo,attn_out,2,-1,False,True,deferred_missing_coverage,no existing c_k data for this projection
42,language_model.model.layers.21.feed_forward.w3,w3,mlp_in,2,2,True,True,reusable,scale/low-rank/bit/q_config all match
42,language_model.model.layers.19.attention.wo,wo,attn_out,2,-1,False,True,deferred_missing_coverage,no existing c_k data for this projection
42,language_model.model.layers.1.feed_forward.w3,w3,mlp_in,2,2,True,True,reusable,scale/low-rank/bit/q_config all match
42,language_model.model.layers.27.feed_forward.w3,w3,mlp_in,2,2,True,True,reusable,scale/low-rank/bit/q_config all match
42,language_model.model.layers.10.feed_forward.w3,w3,mlp_in,2,2,True,True,reusable,scale/low-rank/bit/q_config all match
42,language_model.model.layers.20.feed_forward.w3,w3,mlp_in,2,2,True,True,reusable,scale/low-rank/bit/q_config all match
42,language_model.model.layers.13.feed_forward.w3,w3,mlp_in,2,2,True,True,reusable,scale/low-rank/bit/q_config all match
42,language_model.model.layers.11.feed_forward.w3,w3,mlp_in,2,2,True,True,reusable,scale/low-rank/bit/q_config all match
42,language_model.model.layers.17.feed_forward.w3,w3,mlp_in,2,2,True,True,reusable,scale/low-rank/bit/q_config all match
42,language_model.model.layers.12.feed_forward.w3,w3,mlp_in,2,2,True,True,reusable,scale/low-rank/bit/q_config all match
42,language_model.model.layers.16.feed_forward.w3,w3,mlp_in,2,2,True,True,reusable,scale/low-rank/bit/q_config all match
42,language_model.model.layers.15.feed_forward.w3,w3,mlp_in,2,2,True,True,reusable,scale/low-rank/bit/q_config all match
42,language_model.model.layers.14.feed_forward.w3,w3,mlp_in,2,2,True,True,reusable,scale/low-rank/bit/q_config all match
42,language_model.model.layers.18.feed_forward.w3,w3,mlp_in,2,2,True,True,reusable,scale/low-rank/bit/q_config all match
42,language_model.model.layers.28.attention.wo,wo,attn_out,2,-1,False,True,deferred_missing_coverage,no existing c_k data for this projection
42,language_model.model.layers.3.feed_forward.w1,w1,mlp_in,2,2,True,True,reusable,scale/low-rank/bit/q_config all match
42,language_model.model.layers.2.feed_forward.w1,w1,mlp_in,2,2,True,True,reusable,scale/low-rank/bit/q_config all match
42,language_model.model.layers.28.feed_forward.w3,w3,mlp_in,2,2,True,True,reusable,scale/low-rank/bit/q_config all match
42,language_model.model.layers.4.attention.wo,wo,attn_out,2,-1,False,True,deferred_missing_coverage,no existing c_k data for this projection
42,language_model.model.layers.20.feed_forward.w2,w2,mlp_out,2,2,True,True,reusable,scale/low-rank/bit/q_config all match
42,language_model.model.layers.22.feed_forward.w2,w2,mlp_out,2,2,True,True,reusable,scale/low-rank/bit/q_config all match
42,language_model.model.layers.2.feed_forward.w2,w2,mlp_out,2,2,True,True,reusable,scale/low-rank/bit/q_config all match
42,language_model.model.layers.27.attention.wo,wo,attn_out,2,-1,False,True,deferred_missing_coverage,no existing c_k data for this projection
42,language_model.model.layers.23.feed_forward.w2,w2,mlp_out,2,2,True,True,reusable,scale/low-rank/bit/q_config all match
42,language_model.model.layers.0.feed_forward.w3,w3,mlp_in,2,2,True,True,reusable,scale/low-rank/bit/q_config all match
42,language_model.model.layers.3.attention.wo,wo,attn_out,2,-1,False,True,deferred_missing_coverage,no existing c_k data for this projection
42,language_model.model.layers.24.feed_forward.w2,w2,mlp_out,2,2,True,True,reusable,scale/low-rank/bit/q_config all match
42,language_model.model.layers.1.feed_forward.w2,w2,mlp_out,2,2,True,True,reusable,scale/low-rank/bit/q_config all match
42,language_model.model.layers.26.feed_forward.w2,w2,mlp_out,2,2,True,True,reusable,scale/low-rank/bit/q_config all match
42,language_model.model.layers.21.feed_forward.w2,w2,mlp_out,2,2,True,True,reusable,scale/low-rank/bit/q_config all match
42,language_model.model.layers.4.feed_forward.w1,w1,mlp_in,2,2,True,True,reusable,scale/low-rank/bit/q_config all match
42,language_model.model.layers.25.feed_forward.w2,w2,mlp_out,2,2,True,True,reusable,scale/low-rank/bit/q_config all match
42,language_model.model.layers.27.feed_forward.w2,w2,mlp_out,2,2,True,True,reusable,scale/low-rank/bit/q_config all match
42,language_model.model.layers.1.feed_forward.w1,w1,mlp_in,2,2,True,True,reusable,scale/low-rank/bit/q_config all match
42,language_model.model.layers.29.attention.wo,wo,attn_out,2,-1,False,True,deferred_missing_coverage,no existing c_k data for this projection
42,language_model.model.layers.5.feed_forward.w1,w1,mlp_in,2,2,True,True,reusable,scale/low-rank/bit/q_config all match
42,language_model.model.layers.28.feed_forward.w2,w2,mlp_out,2,2,True,True,reusable,scale/low-rank/bit/q_config all match
42,language_model.model.layers.29.feed_forward.w3,w3,mlp_in,2,2,True,True,reusable,scale/low-rank/bit/q_config all match
42,language_model.model.layers.2.attention.wo,wo,attn_out,2,-1,False,True,deferred_missing_coverage,no existing c_k data for this projection
42,language_model.model.layers.6.feed_forward.w1,w1,mlp_in,2,2,True,True,reusable,scale/low-rank/bit/q_config all match
42,language_model.model.layers.29.feed_forward.w2,w2,mlp_out,2,2,True,True,reusable,scale/low-rank/bit/q_config all match
42,language_model.model.layers.0.feed_forward.w2,w2,mlp_out,2,2,True,True,reusable,scale/low-rank/bit/q_config all match
42,language_model.model.layers.0.feed_forward.w1,w1,mlp_in,2,2,True,True,reusable,scale/low-rank/bit/q_config all match
42,language_model.model.layers.30.attention.wo,wo,attn_out,2,-1,False,True,deferred_missing_coverage,no existing c_k data for this projection
42,language_model.model.layers.7.feed_forward.w1,w1,mlp_in,2,2,True,True,reusable,scale/low-rank/bit/q_config all match
42,language_model.model.layers.8.feed_forward.w1,w1,mlp_in,2,2,True,True,reusable,scale/low-rank/bit/q_config all match
42,language_model.model.layers.25.attention.wqkv,wqkv,attn_in,2,2,True,True,reusable,scale/low-rank/bit/q_config all match
42,language_model.model.layers.30.feed_forward.w3,w3,mlp_in,2,2,True,True,reusable,scale/low-rank/bit/q_config all match
42,language_model.model.layers.9.feed_forward.w1,w1,mlp_in,2,2,True,True,reusable,scale/low-rank/bit/q_config all match
42,language_model.model.layers.10.feed_forward.w1,w1,mlp_in,2,2,True,True,reusable,scale/low-rank/bit/q_config all match
42,language_model.model.layers.11.feed_forward.w1,w1,mlp_in,2,2,True,True,reusable,scale/low-rank/bit/q_config all match
42,language_model.model.layers.19.feed_forward.w3,w3,mlp_in,2,2,True,True,reusable,scale/low-rank/bit/q_config all match
42,language_model.model.layers.24.attention.wqkv,wqkv,attn_in,2,2,True,True,reusable,scale/low-rank/bit/q_config all match
42,language_model.model.layers.26.attention.wqkv,wqkv,attn_in,2,2,True,True,reusable,scale/low-rank/bit/q_config all match
42,language_model.model.layers.13.feed_forward.w1,w1,mlp_in,2,2,True,True,reusable,scale/low-rank/bit/q_config all match
42,language_model.model.layers.27.attention.wqkv,wqkv,attn_in,2,2,True,True,reusable,scale/low-rank/bit/q_config all match
42,language_model.model.layers.30.attention.wqkv,wqkv,attn_in,2,2,True,True,reusable,scale/low-rank/bit/q_config all match
42,language_model.model.layers.29.attention.wqkv,wqkv,attn_in,2,2,True,True,reusable,scale/low-rank/bit/q_config all match
42,language_model.model.layers.28.attention.wqkv,wqkv,attn_in,2,2,True,True,reusable,scale/low-rank/bit/q_config all match
42,language_model.model.layers.1.attention.wo,wo,attn_out,2,-1,False,True,deferred_missing_coverage,no existing c_k data for this projection
42,language_model.model.layers.12.feed_forward.w1,w1,mlp_in,2,2,True,True,reusable,scale/low-rank/bit/q_config all match
42,language_model.model.layers.30.feed_forward.w2,w2,mlp_out,2,2,True,True,reusable,scale/low-rank/bit/q_config all match
42,language_model.model.layers.31.attention.wqkv,wqkv,attn_in,2,2,True,True,reusable,scale/low-rank/bit/q_config all match
42,language_model.model.layers.22.attention.wqkv,wqkv,attn_in,2,2,True,True,reusable,scale/low-rank/bit/q_config all match
42,language_model.model.layers.23.attention.wqkv,wqkv,attn_in,2,2,True,True,reusable,scale/low-rank/bit/q_config all match
42,language_model.model.layers.14.feed_forward.w1,w1,mlp_in,2,2,True,True,reusable,scale/low-rank/bit/q_config all match
42,language_model.model.layers.20.attention.wqkv,wqkv,attn_in,2,2,True,True,reusable,scale/low-rank/bit/q_config all match
42,language_model.model.layers.9.attention.wqkv,wqkv,attn_in,2,2,True,True,reusable,scale/low-rank/bit/q_config all match
42,language_model.model.layers.15.attention.wqkv,wqkv,attn_in,2,2,True,True,reusable,scale/low-rank/bit/q_config all match
42,language_model.model.layers.15.feed_forward.w1,w1,mlp_in,2,2,True,True,reusable,scale/low-rank/bit/q_config all match
42,language_model.model.layers.21.attention.wqkv,wqkv,attn_in,2,2,True,True,reusable,scale/low-rank/bit/q_config all match
42,language_model.model.layers.19.attention.wqkv,wqkv,attn_in,2,2,True,True,reusable,scale/low-rank/bit/q_config all match
42,language_model.model.layers.18.attention.wqkv,wqkv,attn_in,2,2,True,True,reusable,scale/low-rank/bit/q_config all match
42,language_model.model.layers.17.feed_forward.w1,w1,mlp_in,2,2,True,True,reusable,scale/low-rank/bit/q_config all match
42,language_model.model.layers.16.attention.wqkv,wqkv,attn_in,2,2,True,True,reusable,scale/low-rank/bit/q_config all match
42,language_model.model.layers.16.feed_forward.w1,w1,mlp_in,2,2,True,True,reusable,scale/low-rank/bit/q_config all match
42,language_model.model.layers.31.feed_forward.w3,w3,mlp_in,2,2,True,True,reusable,scale/low-rank/bit/q_config all match
42,language_model.model.layers.12.attention.wqkv,wqkv,attn_in,2,2,True,True,reusable,scale/low-rank/bit/q_config all match
42,language_model.model.layers.31.attention.wo,wo,attn_out,2,-1,False,True,deferred_missing_coverage,no existing c_k data for this projection
42,language_model.model.layers.11.attention.wqkv,wqkv,attn_in,2,2,True,True,reusable,scale/low-rank/bit/q_config all match
42,language_model.model.layers.23.feed_forward.w1,w1,mlp_in,2,2,True,True,reusable,scale/low-rank/bit/q_config all match
42,language_model.model.layers.18.feed_forward.w1,w1,mlp_in,2,2,True,True,reusable,scale/low-rank/bit/q_config all match
42,language_model.model.layers.22.feed_forward.w1,w1,mlp_in,2,2,True,True,reusable,scale/low-rank/bit/q_config all match
42,language_model.model.layers.20.feed_forward.w1,w1,mlp_in,2,2,True,True,reusable,scale/low-rank/bit/q_config all match
42,language_model.model.layers.26.feed_forward.w1,w1,mlp_in,2,2,True,True,reusable,scale/low-rank/bit/q_config all match
42,language_model.model.layers.14.attention.wqkv,wqkv,attn_in,2,2,True,True,reusable,scale/low-rank/bit/q_config all match
42,language_model.model.layers.19.feed_forward.w1,w1,mlp_in,2,2,True,True,reusable,scale/low-rank/bit/q_config all match
42,language_model.model.layers.25.feed_forward.w1,w1,mlp_in,2,2,True,True,reusable,scale/low-rank/bit/q_config all match
42,language_model.model.layers.24.feed_forward.w1,w1,mlp_in,2,2,True,True,reusable,scale/low-rank/bit/q_config all match
42,language_model.model.layers.7.attention.wqkv,wqkv,attn_in,2,2,True,True,reusable,scale/low-rank/bit/q_config all match
42,language_model.model.layers.27.feed_forward.w1,w1,mlp_in,2,2,True,True,reusable,scale/low-rank/bit/q_config all match
42,language_model.model.layers.21.feed_forward.w1,w1,mlp_in,2,2,True,True,reusable,scale/low-rank/bit/q_config all match
42,language_model.model.layers.17.attention.wqkv,wqkv,attn_in,2,2,True,True,reusable,scale/low-rank/bit/q_config all match
42,language_model.model.layers.13.attention.wqkv,wqkv,attn_in,2,2,True,True,reusable,scale/low-rank/bit/q_config all match
42,language_model.model.layers.5.attention.wqkv,wqkv,attn_in,2,2,True,True,reusable,scale/low-rank/bit/q_config all match
42,language_model.model.layers.30.feed_forward.w1,w1,mlp_in,2,2,True,True,reusable,scale/low-rank/bit/q_config all match
42,language_model.model.layers.10.attention.wqkv,wqkv,attn_in,2,2,True,True,reusable,scale/low-rank/bit/q_config all match
42,language_model.model.layers.28.feed_forward.w1,w1,mlp_in,2,2,True,True,reusable,scale/low-rank/bit/q_config all match
42,language_model.model.layers.29.feed_forward.w1,w1,mlp_in,2,2,True,True,reusable,scale/low-rank/bit/q_config all match
42,language_model.model.layers.6.attention.wqkv,wqkv,attn_in,2,2,True,True,reusable,scale/low-rank/bit/q_config all match
42,language_model.model.layers.8.attention.wqkv,wqkv,attn_in,2,2,True,True,reusable,scale/low-rank/bit/q_config all match
42,language_model.model.layers.31.feed_forward.w1,w1,mlp_in,2,2,True,True,reusable,scale/low-rank/bit/q_config all match
42,language_model.model.layers.0.attention.wo,wo,attn_out,2,-1,False,True,deferred_missing_coverage,no existing c_k data for this projection
42,language_model.model.layers.2.attention.wqkv,wqkv,attn_in,2,2,True,True,reusable,scale/low-rank/bit/q_config all match
42,language_model.model.layers.4.attention.wqkv,wqkv,attn_in,2,2,True,True,reusable,scale/low-rank/bit/q_config all match
42,language_model.model.layers.31.feed_forward.w2,w2,mlp_out,2,2,True,True,reusable,scale/low-rank/bit/q_config all match
42,language_model.model.layers.3.attention.wqkv,wqkv,attn_in,2,2,True,True,reusable,scale/low-rank/bit/q_config all match
42,language_model.model.layers.1.attention.wqkv,wqkv,attn_in,2,2,True,True,reusable,scale/low-rank/bit/q_config all match
42,language_model.model.layers.0.attention.wqkv,wqkv,attn_in,2,2,True,True,reusable,scale/low-rank/bit/q_config all match
