line,name,tail_family,score_E,cov_c_r16,cov_energy_r16,gap_e_minus_c_r16,cov_c_r32,cov_energy_r32,gap_e_minus_c_r32,cov_c_r48,cov_energy_r48,gap_e_minus_c_r48,cov_c_r64,cov_energy_r64,gap_e_minus_c_r64,cov_c_r96,cov_energy_r96,gap_e_minus_c_r96,cov_c_r128,cov_energy_r128,gap_e_minus_c_r128
55,language_model.model.layers.10.feed_forward.w3,w3,0.15535475933438567,0.009290322661399841,0.009238709695637226,-5.1612965762615204e-05,0.018292175605893135,0.01828351989388466,-8.655712008476257e-06,0.026391614228487015,0.027183260768651962,0.0007916465401649475,0.035892002284526825,0.03595497086644173,6.296858191490173e-05,0.053103286772966385,0.05317443236708641,7.114559412002563e-05,0.06917279213666916,0.06999783217906952,0.0008250400424003601
55,language_model.model.layers.11.attention.wqkv,wqkv,0.054198366638059395,0.05842174217104912,0.021932292729616165,-0.03648944944143295,0.08135268837213516,0.04044998437166214,-0.04090270400047302,0.10246601700782776,0.05785490944981575,-0.04461110755801201,0.12081695348024368,0.07435417175292969,-0.046462781727313995,0.15654544532299042,0.10528606921434402,-0.05125937610864639,0.1859900802373886,0.1341909021139145,-0.05179917812347412
55,language_model.model.layers.11.feed_forward.w1,w1,0.07754489737480891,0.01233673095703125,0.010936003178358078,-0.001400727778673172,0.02483517676591873,0.020623184740543365,-0.004211992025375366,0.03498254343867302,0.03002668172121048,-0.00495586171746254,0.04613767936825752,0.039240624755620956,-0.006897054612636566,0.06578323245048523,0.057205405086278915,-0.008577827364206314,0.08440432697534561,0.07463982701301575,-0.009764499962329865
55,language_model.model.layers.11.feed_forward.w3,w3,0.14843292997676644,0.008887332864105701,0.009233676828444004,0.0003463439643383026,0.017648659646511078,0.01825786381959915,0.0006092041730880737,0.02674339897930622,0.02714751660823822,0.0004041176289319992,0.03516214340925217,0.03591484948992729,0.0007527060806751251,0.052537329494953156,0.05311966687440872,0.0005823373794555664,0.06970962136983871,0.06993452459573746,0.00022490322589874268
55,language_model.model.layers.12.attention.wqkv,wqkv,0.05480592460559716,0.035248368978500366,0.02398693934082985,-0.011261429637670517,0.06771842390298843,0.04399638995528221,-0.023722033947706223,0.09070499986410141,0.06174631044268608,-0.02895868942141533,0.11082985252141953,0.07815801352262497,-0.032671838998794556,0.1467575877904892,0.10855259746313095,-0.038204990327358246,0.17928412556648254,0.13681960105895996,-0.04246452450752258
55,language_model.model.layers.12.feed_forward.w1,w1,0.0730605582334776,0.0175810344517231,0.010386734269559383,-0.007194300182163715,0.028225455433130264,0.020036784932017326,-0.008188670501112938,0.03805874288082123,0.0294533371925354,-0.008605405688285828,0.04836432263255119,0.038682322949171066,-0.009681999683380127,0.06702566891908646,0.05667857080698013,-0.010347098112106323,0.08541889488697052,0.07415523380041122,-0.011263661086559296
55,language_model.model.layers.12.feed_forward.w3,w3,0.14783198540090237,0.009230213239789009,0.009210593067109585,-1.9620172679424286e-05,0.018351256847381592,0.018231524154543877,-0.00011973269283771515,0.02710811235010624,0.027109289541840553,1.1771917343139648e-06,0.0359305813908577,0.03585231304168701,-7.826834917068481e-05,0.05311223119497299,0.053018923848867416,-9.330734610557556e-05,0.0697064995765686,0.06979597359895706,8.947402238845825e-05
55,language_model.model.layers.13.attention.wqkv,wqkv,0.045716324919830485,0.04708419367671013,0.017392108216881752,-0.029692085459828377,0.06703931093215942,0.03294176235795021,-0.03409754857420921,0.0865388736128807,0.04781821742653847,-0.03872065618634224,0.10221957415342331,0.0621490553021431,-0.04007051885128021,0.13349737226963043,0.08960171788930893,-0.0438956543803215,0.16048288345336914,0.11567206680774689,-0.04481081664562225
55,language_model.model.layers.13.feed_forward.w1,w1,0.07538346967486034,0.01582198403775692,0.010846318677067757,-0.004975665360689163,0.027536669746041298,0.02044425532221794,-0.007092414423823357,0.038567233830690384,0.02980431728065014,-0.008762916550040245,0.048263777047395706,0.038982030004262924,-0.009281747043132782,0.0671604797244072,0.05688063055276871,-0.010279849171638489,0.08502034097909927,0.07427745312452316,-0.01074288785457611
55,language_model.model.layers.13.feed_forward.w3,w3,0.14967584388412114,0.009618752636015415,0.009240962564945221,-0.00037779007107019424,0.019210735335946083,0.0182871762663126,-0.0009235590696334839,0.028059756383299828,0.027192724868655205,-0.0008670315146446228,0.03660496696829796,0.03597462922334671,-0.0006303377449512482,0.05333612859249115,0.05320926010608673,-0.00012686848640441895,0.07092709839344025,0.07004848122596741,-0.0008786171674728394
55,language_model.model.layers.14.attention.wqkv,wqkv,0.05107723271231741,0.051563773304224014,0.01903313584625721,-0.032530637457966805,0.0734967440366745,0.03569059818983078,-0.03780614584684372,0.09134763479232788,0.051563236862421036,-0.039784397929906845,0.10907549411058426,0.06682388484477997,-0.04225160926580429,0.14094355702400208,0.09584441781044006,-0.04509913921356201,0.17050500214099884,0.12327788025140762,-0.04722712188959122
55,language_model.model.layers.14.feed_forward.w1,w1,0.06750813168952152,0.020902980118989944,0.012303436174988747,-0.008599543944001198,0.03439425677061081,0.022634567692875862,-0.011759689077734947,0.04560898616909981,0.03240346908569336,-0.013205517083406448,0.05660223960876465,0.04188527166843414,-0.014716967940330505,0.0765729546546936,0.06024283915758133,-0.016330115497112274,0.09565149247646332,0.07796584814786911,-0.017685644328594208
55,language_model.model.layers.14.feed_forward.w3,w3,0.1451350107210478,0.009260962717235088,0.009385032579302788,0.00012406986206769943,0.018368195742368698,0.018490880727767944,0.00012268498539924622,0.027036674320697784,0.02744768001139164,0.0004110056906938553,0.03607835993170738,0.036268267780542374,0.00018990784883499146,0.05401540547609329,0.05357871204614639,-0.0004366934299468994,0.07138969004154205,0.07049284130334854,-0.000896848738193512
55,language_model.model.layers.15.attention.wqkv,wqkv,0.06331012639697164,0.039660949259996414,0.01905408501625061,-0.020606864243745804,0.06036815047264099,0.03531936556100845,-0.025048784911632538,0.08065913617610931,0.05080548673868179,-0.02985364943742752,0.09849566221237183,0.06571606546640396,-0.032779596745967865,0.13171201944351196,0.09407252073287964,-0.037639498710632324,0.16019275784492493,0.12096662819385529,-0.03922612965106964
55,language_model.model.layers.15.feed_forward.w1,w1,0.0631054721954986,0.027433745563030243,0.012005663476884365,-0.015428082086145878,0.03915756195783615,0.02255081571638584,-0.01660674624145031,0.05054226890206337,0.032590314745903015,-0.017951954156160355,0.05994647741317749,0.04228627681732178,-0.017660200595855713,0.07943986356258392,0.060970600694417953,-0.01846926286816597,0.098846934735775,0.07892890274524689,-0.019918031990528107
55,language_model.model.layers.15.feed_forward.w3,w3,0.14550534634029616,0.009851176291704178,0.009305612184107304,-0.0005455641075968742,0.018669337034225464,0.018403727561235428,-0.000265609472990036,0.028104808181524277,0.027361072599887848,-0.0007437355816364288,0.03725910559296608,0.0361844003200531,-0.0010747052729129791,0.05493716523051262,0.05348971486091614,-0.0014474503695964813,0.07179313153028488,0.07041072845458984,-0.0013824030756950378
55,language_model.model.layers.16.attention.wqkv,wqkv,0.05813406596334592,0.04291732609272003,0.017481345683336258,-0.025435980409383774,0.0633382648229599,0.03282235935330391,-0.03051590546965599,0.07945393770933151,0.047516413033008575,-0.03193752467632294,0.09616704285144806,0.06174863874912262,-0.03441840410232544,0.12527751922607422,0.08907252550125122,-0.036204993724823,0.15341371297836304,0.11507867276668549,-0.03833504021167755
55,language_model.model.layers.16.feed_forward.w1,w1,0.05706632166223198,0.024517778307199478,0.012220739386975765,-0.012297038920223713,0.039463285356760025,0.02329433336853981,-0.016168951988220215,0.05243397131562233,0.03374281898140907,-0.018691152334213257,0.06362013518810272,0.04374322295188904,-0.019876912236213684,0.08529932051897049,0.06285297870635986,-0.022446341812610626,0.10546674579381943,0.0810910165309906,-0.024375729262828827
55,language_model.model.layers.16.feed_forward.w2,w2,0.1361680833489238,0.017963185906410217,0.011975799687206745,-0.005987386219203472,0.02680409699678421,0.02089700475335121,-0.005907092243432999,0.03595169261097908,0.029669178649783134,-0.006282513961195946,0.04475544020533562,0.03833286464214325,-0.0064225755631923676,0.061163268983364105,0.05533674731850624,-0.005826521664857864,0.0779527947306633,0.07196584343910217,-0.005986951291561127
55,language_model.model.layers.16.feed_forward.w3,w3,0.1470734181493621,0.00918482430279255,0.0093131298199296,0.00012830551713705063,0.0194581039249897,0.018430452793836594,-0.0010276511311531067,0.028674166649580002,0.027396172285079956,-0.0012779943645000458,0.03727472573518753,0.0362296961247921,-0.0010450296103954315,0.05482729524374008,0.053563352674245834,-0.0012639425694942474,0.07167868316173553,0.07050073891878128,-0.0011779442429542542
55,language_model.model.layers.17.attention.wqkv,wqkv,0.04572139529280972,0.02462356723845005,0.016199693083763123,-0.008423874154686928,0.04239857941865921,0.030876893550157547,-0.011521685868501663,0.061233069747686386,0.044938184320926666,-0.01629488542675972,0.0769403949379921,0.05855164676904678,-0.018388748168945312,0.10901845246553421,0.08471040427684784,-0.02430804818868637,0.13612861931324005,0.10969468951225281,-0.026433929800987244
55,language_model.model.layers.17.feed_forward.w1,w1,0.058928192029555064,0.014184295199811459,0.011433137580752373,-0.002751157619059086,0.026274343952536583,0.022166455164551735,-0.004107888787984848,0.0373474545776844,0.0324469730257988,-0.004900481551885605,0.048309605568647385,0.04237531125545502,-0.0059342943131923676,0.0689036101102829,0.06139996647834778,-0.00750364363193512,0.08893275260925293,0.07959835976362228,-0.009334392845630646
55,language_model.model.layers.17.feed_forward.w3,w3,0.14784195425333893,0.009676963090896606,0.009309643879532814,-0.0003673192113637924,0.01891685090959072,0.018412752076983452,-0.0005040988326072693,0.0283370278775692,0.027370374649763107,-0.0009666532278060913,0.037102069705724716,0.036198921501636505,-0.0009031482040882111,0.05523774027824402,0.05353701114654541,-0.0017007291316986084,0.07274514436721802,0.07047662138938904,-0.0022685229778289795
55,language_model.model.layers.18.attention.wqkv,wqkv,0.05923040599016683,0.027448948472738266,0.017822036519646645,-0.009626911953091621,0.05003117024898529,0.033976342529058456,-0.016054827719926834,0.07136080414056778,0.04931681975722313,-0.02204398438334465,0.08922304958105087,0.06410124897956848,-0.02512180060148239,0.12132616341114044,0.09228163212537766,-0.029044531285762787,0.1521172821521759,0.11901263892650604,-0.03310464322566986
55,language_model.model.layers.18.feed_forward.w1,w1,0.0531062512385225,0.016306079924106598,0.011090194806456566,-0.005215885117650032,0.030823852866888046,0.021596625447273254,-0.009227227419614792,0.04300646856427193,0.03175690025091171,-0.011249568313360214,0.053847894072532654,0.04163859412074089,-0.012209299951791763,0.07337348908185959,0.060731351375579834,-0.012642137706279755,0.09420415759086609,0.07909318804740906,-0.015110969543457031
55,language_model.model.layers.18.feed_forward.w3,w3,0.14167438811995003,0.00919569842517376,0.009351016953587532,0.00015531852841377258,0.017969612032175064,0.018503637984395027,0.0005340259522199631,0.027272025123238564,0.027514861896634102,0.00024283677339553833,0.036819636821746826,0.03639888018369675,-0.00042075663805007935,0.05547327175736427,0.053832150995731354,-0.0016411207616329193,0.07228770107030869,0.07086668908596039,-0.0014210119843482971
55,language_model.model.layers.19.attention.wqkv,wqkv,0.06214154953149056,0.030392007902264595,0.015962593257427216,-0.01442941464483738,0.04886341840028763,0.030375119298696518,-0.01848829910159111,0.06645563244819641,0.044243715703487396,-0.022211916744709015,0.08296128362417221,0.05771217495203018,-0.02524910867214203,0.11214305460453033,0.08367110043764114,-0.02847195416688919,0.13882800936698914,0.10850483179092407,-0.030323177576065063
55,language_model.model.layers.19.feed_forward.w1,w1,0.05093417372229565,0.016169069334864616,0.011772679165005684,-0.0043963901698589325,0.028994066640734673,0.021873341873288155,-0.007120724767446518,0.04000584036111832,0.031683772802352905,-0.008322067558765411,0.04980773478746414,0.04126349091529846,-0.00854424387216568,0.07150561362504959,0.05983959883451462,-0.011666014790534973,0.08979032933712006,0.07779441028833389,-0.011995919048786163
55,language_model.model.layers.19.feed_forward.w2,w2,0.13489460812835705,0.013034633360803127,0.010753273963928223,-0.0022813593968749046,0.022028574720025063,0.019674183800816536,-0.0023543909192085266,0.030851587653160095,0.028440654277801514,-0.0024109333753585815,0.039651062339544296,0.037092387676239014,-0.0025586746633052826,0.05694353207945824,0.054080527275800705,-0.0028630048036575317,0.07359728217124939,0.07069520652294159,-0.0029020756483078003
55,language_model.model.layers.19.feed_forward.w3,w3,0.07736844747701185,0.06260444968938828,0.061960894614458084,-0.000643555074930191,0.07105876505374908,0.07061862200498581,-0.00044014304876327515,0.07999108731746674,0.07913297414779663,-0.000858113169670105,0.08950252085924149,0.0875263661146164,-0.0019761547446250916,0.10662025213241577,0.10398368537425995,-0.0026365667581558228,0.1232847273349762,0.12007450312376022,-0.003210224211215973
55,language_model.model.layers.2.attention.wqkv,wqkv,0.029716913710128787,0.058610159903764725,0.025397172197699547,-0.03321298770606518,0.08695127069950104,0.044338323175907135,-0.0426129475235939,0.11007312685251236,0.061831917613744736,-0.048241209238767624,0.13463455438613892,0.07841134071350098,-0.05622321367263794,0.17225530743598938,0.10972510278224945,-0.06253020465373993,0.20494161546230316,0.13908952474594116,-0.065852090716362
55,language_model.model.layers.2.feed_forward.w1,w1,0.1372258487959235,0.00948597863316536,0.009800557047128677,0.00031457841396331787,0.01880371756851673,0.018857834860682487,5.4117292165756226e-05,0.028154656291007996,0.02773718722164631,-0.0004174690693616867,0.037061721086502075,0.03648553043603897,-0.0005761906504631042,0.053853485733270645,0.05362505838274956,-0.00022842735052108765,0.06982316076755524,0.07036120444536209,0.0005380436778068542
55,language_model.model.layers.2.feed_forward.w2,w2,0.13232384945939574,0.020279403775930405,0.01293389592319727,-0.007345507852733135,0.031102551147341728,0.02284594252705574,-0.008256608620285988,0.04118628799915314,0.03242748603224754,-0.008758801966905594,0.050634246319532394,0.04174649342894554,-0.008887752890586853,0.06874921917915344,0.059792112559080124,-0.008957106620073318,0.08616936951875687,0.07717012614011765,-0.008999243378639221
55,language_model.model.layers.20.attention.wqkv,wqkv,0.06529981392856142,0.025244250893592834,0.014868452213704586,-0.010375798679888248,0.04115007817745209,0.02883414924144745,-0.012315928936004639,0.055965978652238846,0.04237433150410652,-0.013591647148132324,0.07040248811244965,0.05558019503951073,-0.014822293072938919,0.10075583308935165,0.08110387623310089,-0.019651956856250763,0.12854377925395966,0.10562331974506378,-0.022920459508895874
55,language_model.model.layers.20.feed_forward.w1,w1,0.05210967722624931,0.017131775617599487,0.010260490700602531,-0.006871284916996956,0.030052000656723976,0.020071012899279594,-0.009980987757444382,0.04106235131621361,0.029637182131409645,-0.011425169184803963,0.051263477653265,0.03900707885622978,-0.012256398797035217,0.07093082368373871,0.05722533166408539,-0.01370549201965332,0.09222542494535446,0.0748826339840889,-0.017342790961265564
55,language_model.model.layers.20.feed_forward.w2,w2,0.13371626852428117,0.012669493444263935,0.010405775159597397,-0.0022637182846665382,0.02172129414975643,0.01935109868645668,-0.0023701954632997513,0.030454343184828758,0.028153391554951668,-0.0023009516298770905,0.03903186693787575,0.036833785474300385,-0.002198081463575363,0.056401342153549194,0.05388081818819046,-0.002520523965358734,0.0732443556189537,0.07055314630270004,-0.002691209316253662
55,language_model.model.layers.20.feed_forward.w3,w3,0.15214860318468915,0.00912432000041008,0.009315974079072475,0.00019165407866239548,0.018658025190234184,0.018438013270497322,-0.00022001191973686218,0.0271360594779253,0.027420619502663612,0.00028456002473831177,0.036724526435136795,0.03627331927418709,-0.00045120716094970703,0.05476827174425125,0.05362904816865921,-0.001139223575592041,0.07244791835546494,0.0705874040722847,-0.0018605142831802368
55,language_model.model.layers.21.attention.wqkv,wqkv,0.06307123103388934,0.025757471099495888,0.015324125997722149,-0.010433345101773739,0.042866356670856476,0.029176339507102966,-0.01369001716375351,0.05719420313835144,0.04258165508508682,-0.014612548053264618,0.07310004532337189,0.055643852800130844,-0.017456192523241043,0.10190240293741226,0.08090410381555557,-0.02099829912185669,0.12932847440242767,0.10519272834062576,-0.02413574606180191
55,language_model.model.layers.21.feed_forward.w1,w1,0.04722086111851067,0.017985397949814796,0.010130837559700012,-0.007854560390114784,0.028867363929748535,0.019855951890349388,-0.009011412039399147,0.03895748034119606,0.029348185285925865,-0.009609295055270195,0.048483412712812424,0.038658544421195984,-0.00982486829161644,0.06788479536771774,0.05679154768586159,-0.011093247681856155,0.08677949756383896,0.07437621057033539,-0.01240328699350357
55,language_model.model.layers.21.feed_forward.w2,w2,0.12538277680131843,0.012812021188437939,0.010366643778979778,-0.0024453774094581604,0.02165060304105282,0.01934591680765152,-0.0023046862334012985,0.030880248174071312,0.02818203531205654,-0.0026982128620147705,0.040043674409389496,0.03689662739634514,-0.0031470470130443573,0.05763793736696243,0.05401657149195671,-0.003621365875005722,0.07451191544532776,0.07075218111276627,-0.003759734332561493
55,language_model.model.layers.21.feed_forward.w3,w3,0.15785056602821043,0.00873066857457161,0.009296628646552563,0.0005659600719809532,0.01783285103738308,0.018397582694888115,0.0005647316575050354,0.02717645652592182,0.027347570285201073,0.0001711137592792511,0.03648972511291504,0.03616807609796524,-0.0003216490149497986,0.0535275861620903,0.05347011610865593,-5.747005343437195e-05,0.0707881823182106,0.07037682086229324,-0.0004113614559173584
55,language_model.model.layers.22.attention.wqkv,wqkv,0.06824306396838573,0.019783077761530876,0.01417344156652689,-0.005609636195003986,0.034867044538259506,0.027543695643544197,-0.007323348894715309,0.04961593821644783,0.040555115789175034,-0.009060822427272797,0.06361553072929382,0.053269755095243454,-0.01034577563405037,0.08942344784736633,0.07793691009283066,-0.011486537754535675,0.11508335918188095,0.10173296183347702,-0.01335039734840393
55,language_model.model.layers.22.feed_forward.w1,w1,0.05294510615961695,0.01989103853702545,0.010103208012878895,-0.009787830524146557,0.03049691580235958,0.0198503490537405,-0.01064656674861908,0.041166022419929504,0.029353057965636253,-0.011812964454293251,0.05131284147500992,0.03865450248122215,-0.012658338993787766,0.07079172879457474,0.0567626915872097,-0.014029037207365036,0.08837215602397919,0.07429104298353195,-0.014081113040447235
55,language_model.model.layers.22.feed_forward.w2,w2,0.1329976712617843,0.013204964809119701,0.010074356570839882,-0.0031306082382798195,0.02250846102833748,0.019066190347075462,-0.0034422706812620163,0.0317336730659008,0.027915215119719505,-0.0038184579461812973,0.0407257005572319,0.03664086014032364,-0.004084840416908264,0.05781518667936325,0.05375995859503746,-0.00405522808432579,0.0745902881026268,0.07050266116857529,-0.004087626934051514
55,language_model.model.layers.22.feed_forward.w3,w3,0.16175793577072048,0.008758746087551117,0.009289219975471497,0.0005304738879203796,0.01838657073676586,0.018369825556874275,-1.6745179891586304e-05,0.02726803347468376,0.02730310894548893,3.507547080516815e-05,0.036084990948438644,0.036111559718847275,2.656877040863037e-05,0.05313536897301674,0.053405530750751495,0.00027016177773475647,0.06984592229127884,0.070307657122612,0.0004617348313331604
55,language_model.model.layers.23.attention.wqkv,wqkv,0.06810298790465458,0.023411143571138382,0.01483794767409563,-0.008573195897042751,0.042406655848026276,0.028298798948526382,-0.014107856899499893,0.058157894760370255,0.04136527702212334,-0.016792617738246918,0.07355561852455139,0.05410419777035713,-0.01945142075419426,0.10050852596759796,0.07880381494760513,-0.02170471101999283,0.12766313552856445,0.10261109471321106,-0.025052040815353394
55,language_model.model.layers.23.feed_forward.w1,w1,0.053349643581617284,0.015211953781545162,0.009829984977841377,-0.005381968803703785,0.02775612100958824,0.01934160105884075,-0.00841451995074749,0.03719928860664368,0.028650475665926933,-0.008548812940716743,0.04743904247879982,0.037789590656757355,-0.009649451822042465,0.06652597337961197,0.05562746524810791,-0.010898508131504059,0.08568639308214188,0.07296804338693619,-0.012718349695205688
55,language_model.model.layers.23.feed_forward.w2,w2,0.13046548435786198,0.01149942260235548,0.009874267503619194,-0.0016251550987362862,0.020920809358358383,0.018886443227529526,-0.0020343661308288574,0.030011173337697983,0.027761831879615784,-0.002249341458082199,0.038739729672670364,0.03651530295610428,-0.002224426716566086,0.05647837370634079,0.05369623005390167,-0.0027821436524391174,0.07347533106803894,0.07049628347158432,-0.0029790475964546204
55,language_model.model.layers.23.feed_forward.w3,w3,0.16535939594711466,0.009556046687066555,0.009289542213082314,-0.0002665044739842415,0.01852276921272278,0.0183845367282629,-0.00013823248445987701,0.02755114994943142,0.027334285899996758,-0.00021686404943466187,0.036620669066905975,0.036159172654151917,-0.00046149641275405884,0.05405869334936142,0.05347365140914917,-0.0005850419402122498,0.07091887295246124,0.07038971781730652,-0.0005291551351547241
55,language_model.model.layers.24.attention.wqkv,wqkv,0.07612079010772843,0.02449587918817997,0.01503119058907032,-0.00946468859910965,0.04107651114463806,0.028704432770609856,-0.012372078374028206,0.0573810413479805,0.041949473321437836,-0.015431568026542664,0.07241848111152649,0.05485821142792702,-0.017560269683599472,0.10058122128248215,0.0798516795039177,-0.020729541778564453,0.1268635392189026,0.10390541702508926,-0.022958122193813324
55,language_model.model.layers.24.feed_forward.w1,w1,0.049561560770671885,0.013598262332379818,0.009828928858041763,-0.0037693334743380547,0.025452034547924995,0.019344530999660492,-0.0061075035482645035,0.03524080291390419,0.028646517544984818,-0.0065942853689193726,0.044941388070583344,0.03777934983372688,-0.007162038236856461,0.06421269476413727,0.05563360080122948,-0.008579093962907791,0.08274496346712112,0.07299385219812393,-0.009751111268997192
55,language_model.model.layers.24.feed_forward.w2,w2,0.1261472569608048,0.01126000564545393,0.009991724044084549,-0.001268281601369381,0.02051519602537155,0.019057882949709892,-0.0014573130756616592,0.029362395405769348,0.02797679789364338,-0.001385597512125969,0.03851718828082085,0.03676378354430199,-0.0017534047365188599,0.056034933775663376,0.05402267351746559,-0.0020122602581977844,0.07303762435913086,0.07088439911603928,-0.0021532252430915833
55,language_model.model.layers.24.feed_forward.w3,w3,0.1668633875771484,0.009525734931230545,0.009303344413638115,-0.00022239051759243011,0.018868738785386086,0.01840798370540142,-0.0004607550799846649,0.02778416872024536,0.027362819761037827,-0.0004213489592075348,0.0367642305791378,0.03618885949254036,-0.0005753710865974426,0.05490303039550781,0.053499456495046616,-0.001403573900461197,0.07175518572330475,0.07041554898023605,-0.001339636743068695
55,language_model.model.layers.25.attention.wqkv,wqkv,0.08507687838204397,0.03751567006111145,0.016823410987854004,-0.020692259073257446,0.05661940574645996,0.03116236999630928,-0.02545703575015068,0.07200275361537933,0.04494672641158104,-0.027056027203798294,0.08666639775037766,0.05831989273428917,-0.028346505016088486,0.1149689331650734,0.08407790213823318,-0.03089103102684021,0.1411973237991333,0.10876016318798065,-0.03243716061115265
55,language_model.model.layers.25.feed_forward.w1,w1,0.04983737808277307,0.013359339907765388,0.009715297259390354,-0.0036440426483750343,0.02573220245540142,0.01910274289548397,-0.00662945955991745,0.03619629889726639,0.02829870395362377,-0.007897594943642616,0.04542306438088417,0.03732961416244507,-0.008093450218439102,0.06350933015346527,0.055009033530950546,-0.008500296622514725,0.0817444697022438,0.07222514599561691,-0.009519323706626892
55,language_model.model.layers.25.feed_forward.w2,w2,0.12244033539124118,0.014268284663558006,0.010049475356936455,-0.0042188093066215515,0.023689651861786842,0.01912003383040428,-0.004569618031382561,0.03283166140317917,0.028047241270542145,-0.004784420132637024,0.041734471917152405,0.03684539347887039,-0.004889078438282013,0.059238385409116745,0.05411669239401817,-0.005121693015098572,0.0761900544166565,0.07099501043558121,-0.005195043981075287
